receptor,receiver_celltype,PE_pregnancy_n,PE_detected_n,PE_detected_proportion,control_pregnancy_n,control_detected_n,control_detected_proportion,PE_median_mean_normalized_expression,control_median_mean_normalized_expression,PE_donor_expression,control_donor_expression,receptor_competence,competence_rule,receptor_mapping_source,evidence_confidence,source_url
ADORA1,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0.0319149;PE_early_2:0.0135135;PE_early_3:0;PE_early_4:0.0277778;PE_early_5:0;PE_early_6:0.0289855;PE_early_7:0.027451;PE_early_8:0.019802;PE_early_9:0.00634921;PE_late_1:0.00280899;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0.0127389;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ADORA2A,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.0030581;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ADRA2A,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.00917431;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0.0126984;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0.0163934;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ADRB2,SCT,17,0,0.0,9,0,0.0,0.0,0.008849557522123894,PE_early_1:0;PE_early_10:0;PE_early_2:0.027027;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0.0117647;PE_early_8:0;PE_early_9:0.0031746;PE_late_1:0.00842697;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0.0104167;control_early_3:0;control_3:0.0322581;control_4:0.0173913;control_5:0.00819672;control_6:0.008;control_7:0.00884956;control_8:0.0128205,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ADRB3,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0.0196629;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0.0172414,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AGER,SCT,17,2,0.11764705882352941,9,0,0.0,0.01834862385321101,0.017699115044247787,PE_early_1:0.0183486;PE_early_10:0.0212766;PE_early_2:0.0135135;PE_early_3:0.0425532;PE_early_4:0.111111;PE_early_5:0.0078125;PE_early_6:0.101449;PE_early_7:0.0196078;PE_early_8:0;PE_early_9:0.031746;PE_late_1:0.0168539;PE_late_2:0.0173913;PE_late_3:0;PE_late_4:0;PE_late_5:0.00934579;PE_late_6:0.047619;PE_late_7:0.0517241,control_early_1:0.0296296;control_early_2:0.0416667;control_early_3:0.0254777;control_3:0.0107527;control_4:0.0347826;control_5:0.0163934;control_6:0.016;control_7:0.0176991;control_8:0.0128205,RECEPTOR_WEAK,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ALCAM,SCT,17,1,0.058823529411764705,9,0,0.0,0.016,0.010752688172043012,PE_early_1:0.0214067;PE_early_10:0.0531915;PE_early_2:0.0135135;PE_early_3:0;PE_early_4:0;PE_early_5:0.0078125;PE_early_6:0.0289855;PE_early_7:0;PE_early_8:0.00990099;PE_early_9:0.0380952;PE_late_1:0.0168539;PE_late_2:0;PE_late_3:0.016;PE_late_4:0.0263158;PE_late_5:0.00934579;PE_late_6:0.0238095;PE_late_7:0.12069,control_early_1:0.0148148;control_early_2:0;control_early_3:0.00636943;control_3:0.0107527;control_4:0.0173913;control_5:0;control_6:0.024;control_7:0;control_8:0.0128205,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ALK,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.0030581;PE_early_10:0;PE_early_2:0;PE_early_3:0.0425532;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0.00392157;PE_early_8:0;PE_early_9:0.00634921;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0.0127389;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0.00641026,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AMFR,SCT,17,17,1.0,9,9,1.0,0.5234375,0.5245901639344263,PE_early_1:0.302752;PE_early_10:0.255319;PE_early_2:0.594595;PE_early_3:0.276596;PE_early_4:0.638889;PE_early_5:0.523438;PE_early_6:0.492754;PE_early_7:0.643137;PE_early_8:0.524752;PE_early_9:0.51746;PE_late_1:0.460674;PE_late_2:0.591304;PE_late_3:0.424;PE_late_4:0.605263;PE_late_5:0.560748;PE_late_6:0.785714;PE_late_7:0.413793,control_early_1:0.362963;control_early_2:0.40625;control_early_3:0.56051;control_3:0.602151;control_4:0.678261;control_5:0.52459;control_6:0.392;control_7:0.424779;control_8:0.525641,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ANXA2,SCT,17,17,1.0,9,9,1.0,5.099009900990099,5.10752688172043,PE_early_1:7.89908;PE_early_10:3.44681;PE_early_2:6.24324;PE_early_3:7.19149;PE_early_4:3.61111;PE_early_5:4.17188;PE_early_6:13.8986;PE_early_7:4.55294;PE_early_8:5.09901;PE_early_9:3.91111;PE_late_1:5.36236;PE_late_2:3.51304;PE_late_3:4.384;PE_late_4:7.89474;PE_late_5:5.03738;PE_late_6:6.19048;PE_late_7:5.60345,control_early_1:5.02469;control_early_2:6.32292;control_early_3:4.91083;control_3:5.10753;control_4:5.54783;control_5:6.85246;control_6:6.296;control_7:4.11504;control_8:4.62179,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
APLP2,SCT,17,17,1.0,9,9,1.0,8.03960396039604,9.88695652173913,PE_early_1:6.57492;PE_early_10:6.82979;PE_early_2:9.12162;PE_early_3:7.91489;PE_early_4:8.69444;PE_early_5:9.83594;PE_early_6:6.01449;PE_early_7:7.37255;PE_early_8:8.0396;PE_early_9:12.1905;PE_late_1:10.941;PE_late_2:10.0174;PE_late_3:7.392;PE_late_4:7.52632;PE_late_5:10.1215;PE_late_6:8;PE_late_7:8.72414,control_early_1:12.6;control_early_2:11.3333;control_early_3:8.70701;control_3:6.89247;control_4:9.88696;control_5:10.4508;control_6:10.136;control_7:6.0885;control_8:8.78205,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
APOA1,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0.00990099;PE_early_9:0.00952381;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0.00819672;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
APP,SCT,17,17,1.0,9,9,1.0,6.76595744680851,6.419354838709677,PE_early_1:4.90826;PE_early_10:6.76596;PE_early_2:5.85135;PE_early_3:6.68085;PE_early_4:7.58333;PE_early_5:6.78906;PE_early_6:3.91304;PE_early_7:5.96471;PE_early_8:5.61386;PE_early_9:9.30794;PE_late_1:7.9382;PE_late_2:7.90435;PE_late_3:5.688;PE_late_4:6.73684;PE_late_5:8.73832;PE_late_6:7.88095;PE_late_7:6.89655,control_early_1:8.7037;control_early_2:9.71875;control_early_3:7.23567;control_3:6.41935;control_4:5.96522;control_5:6.18033;control_6:7.352;control_7:3.72566;control_8:6.27564,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AQP1,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.0214067;PE_early_10:0.0106383;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0.00842697;PE_late_2:0;PE_late_3:0.016;PE_late_4:0;PE_late_5:0.0186916;PE_late_6:0;PE_late_7:0.0689655,control_early_1:0;control_early_2:0.0104167;control_early_3:0;control_3:0.0215054;control_4:0;control_5:0;control_6:0;control_7:0.00884956;control_8:0.00641026,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ATP1A3,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0.00493827;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AVPR2,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0.00634921;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AXL,SCT,17,2,0.11764705882352941,9,0,0.0,0.018691588785046728,0.02654867256637168,PE_early_1:0.0275229;PE_early_10:0.0425532;PE_early_2:0.0135135;PE_early_3:0.0638298;PE_early_4:0;PE_early_5:0.0078125;PE_early_6:0.0144928;PE_early_7:0.0431373;PE_early_8:0.039604;PE_early_9:0.0031746;PE_late_1:0.00561798;PE_late_2:0.0173913;PE_late_3:0.032;PE_late_4:0;PE_late_5:0.0186916;PE_late_6:0.166667;PE_late_7:0.137931,control_early_1:0.0345679;control_early_2:0.09375;control_early_3:0.00636943;control_3:0.0967742;control_4:0.0173913;control_5:0.0819672;control_6:0.024;control_7:0.0265487;control_8:0.0192308,RECEPTOR_WEAK,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BACE1,SCT,17,1,0.058823529411764705,9,0,0.0,0.017391304347826087,0.016,PE_early_1:0.0183486;PE_early_10:0;PE_early_2:0.0405405;PE_early_3:0;PE_early_4:0.138889;PE_early_5:0.0390625;PE_early_6:0;PE_early_7:0.0117647;PE_early_8:0.00990099;PE_early_9:0.015873;PE_late_1:0.00561798;PE_late_2:0.0173913;PE_late_3:0.016;PE_late_4:0.0526316;PE_late_5:0.0373832;PE_late_6:0.0238095;PE_late_7:0.0344828,control_early_1:0.0271605;control_early_2:0.0104167;control_early_3:0.0382166;control_3:0;control_4:0.0173913;control_5:0.0245902;control_6:0.016;control_7:0.00884956;control_8:0.0128205,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BAMBI,SCT,17,0,0.0,9,0,0.0,0.023809523809523808,0.021505376344086023,PE_early_1:0.0458716;PE_early_10:0.0212766;PE_early_2:0.0405405;PE_early_3:0;PE_early_4:0.0277778;PE_early_5:0.015625;PE_early_6:0.0869565;PE_early_7:0.0156863;PE_early_8:0.029703;PE_early_9:0.015873;PE_late_1:0.0337079;PE_late_2:0.00869565;PE_late_3:0.008;PE_late_4:0.0526316;PE_late_5:0.00934579;PE_late_6:0.0238095;PE_late_7:0.0344828,control_early_1:0.00493827;control_early_2:0.0208333;control_early_3:0.0573248;control_3:0.0215054;control_4:0.0173913;control_5:0.0245902;control_6:0.048;control_7:0.0265487;control_8:0.00641026,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BMPR1A,SCT,17,3,0.17647058823529413,9,4,0.4444444444444444,0.06756756756756757,0.0967741935483871,PE_early_1:0.058104;PE_early_10:0.0425532;PE_early_2:0.0675676;PE_early_3:0.0851064;PE_early_4:0;PE_early_5:0.101562;PE_early_6:0.0724638;PE_early_7:0.0745098;PE_early_8:0.148515;PE_early_9:0.0603175;PE_late_1:0.0561798;PE_late_2:0.0782609;PE_late_3:0.064;PE_late_4:0.0789474;PE_late_5:0.046729;PE_late_6:0.0238095;PE_late_7:0.137931,control_early_1:0.0765432;control_early_2:0.135417;control_early_3:0.11465;control_3:0.0967742;control_4:0.0782609;control_5:0.106557;control_6:0.064;control_7:0.0176991;control_8:0.102564,RECEPTOR_WEAK,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BMPR1B,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0.0196078;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BMPR2,SCT,17,17,1.0,9,9,1.0,0.5046728971962616,0.4423076923076923,PE_early_1:0.501529;PE_early_10:0.37234;PE_early_2:0.310811;PE_early_3:0.680851;PE_early_4:1.02778;PE_early_5:0.5;PE_early_6:1.01449;PE_early_7:0.505882;PE_early_8:0.415842;PE_early_9:0.48254;PE_late_1:0.359551;PE_late_2:0.513043;PE_late_3:0.424;PE_late_4:0.552632;PE_late_5:0.504673;PE_late_6:0.738095;PE_late_7:0.689655,control_early_1:0.261728;control_early_2:0.552083;control_early_3:0.509554;control_3:0.225806;control_4:0.382609;control_5:0.344262;control_6:0.488;control_7:0.451327;control_8:0.442308,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BRS3,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BTN3A1,SCT,17,4,0.23529411764705882,9,1,0.1111111111111111,0.05217391304347826,0.0345679012345679,PE_early_1:0.030581;PE_early_10:0;PE_early_2:0.027027;PE_early_3:0.148936;PE_early_4:0;PE_early_5:0.0703125;PE_early_6:0.173913;PE_early_7:0.0823529;PE_early_8:0.029703;PE_early_9:0.0507937;PE_late_1:0.0365169;PE_late_2:0.0521739;PE_late_3:0.104;PE_late_4:0.157895;PE_late_5:0.0280374;PE_late_6:0.0952381;PE_late_7:0.0689655,control_early_1:0.0345679;control_early_2:0.125;control_early_3:0.0573248;control_3:0.0322581;control_4:0.026087;control_5:0.00819672;control_6:0.08;control_7:0.0176991;control_8:0.0384615,RECEPTOR_WEAK,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
C5AR1,SCT,17,2,0.11764705882352941,9,0,0.0,0.046875,0.020833333333333332,PE_early_1:0.030581;PE_early_10:0.0638298;PE_early_2:0.027027;PE_early_3:0.148936;PE_early_4:0;PE_early_5:0.046875;PE_early_6:0.057971;PE_early_7:0.0745098;PE_early_8:0.0693069;PE_early_9:0.0380952;PE_late_1:0.0365169;PE_late_2:0.026087;PE_late_3:0.048;PE_late_4:0.210526;PE_late_5:0;PE_late_6:0.0952381;PE_late_7:0,control_early_1:0.00740741;control_early_2:0.0208333;control_early_3:0.0764331;control_3:0.0645161;control_4:0.00869565;control_5:0.0163934;control_6:0.072;control_7:0.00884956;control_8:0.025641,RECEPTOR_WEAK,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CACHD1,SCT,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.00917431;PE_early_10:0.0106383;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0.0078125;PE_early_6:0.0144928;PE_early_7:0;PE_early_8:0.029703;PE_early_9:0.0031746;PE_late_1:0.0140449;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0.00934579;PE_late_6:0;PE_late_7:0,control_early_1:0.00246914;control_early_2:0;control_early_3:0.00636943;control_3:0.0107527;control_4:0;control_5:0;control_6:0;control_7:0.00884956;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CADM3,SCT,17,1,0.058823529411764705,9,1,0.1111111111111111,0.015873015873015872,0.03225806451612903,PE_early_1:0.0183486;PE_early_10:0.0106383;PE_early_2:0;PE_early_3:0;PE_early_4:0.0277778;PE_early_5:0.015625;PE_early_6:0;PE_early_7:0.0196078;PE_early_8:0.00990099;PE_early_9:0.015873;PE_late_1:0.0224719;PE_late_2:0.0173913;PE_late_3:0.024;PE_late_4:0;PE_late_5:0.046729;PE_late_6:0.166667;PE_late_7:0,control_early_1:0.00246914;control_early_2:0.0833333;control_early_3:0.140127;control_3:0.0322581;control_4:0.00869565;control_5:0.0409836;control_6:0.032;control_7:0.0442478;control_8:0.0192308,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CALCR,SCT,17,1,0.058823529411764705,9,0,0.0,0.009345794392523364,0.0,PE_early_1:0.0122324;PE_early_10:0.0106383;PE_early_2:0;PE_early_3:0;PE_early_4:0.111111;PE_early_5:0.0234375;PE_early_6:0;PE_early_7:0;PE_early_8:0.039604;PE_early_9:0.0222222;PE_late_1:0.011236;PE_late_2:0.00869565;PE_late_3:0;PE_late_4:0;PE_late_5:0.00934579;PE_late_6:0;PE_late_7:0.0172414,control_early_1:0.00246914;control_early_2:0;control_early_3:0;control_3:0;control_4:0.00869565;control_5:0;control_6:0.008;control_7:0.0176991;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
