"gene","gse182_supported_donor_n","gse199_supported_donor_n","total_supported_donor_n","gse182_low_detected_donor_n","gse199_low_detected_donor_n","gse182_median_CPM","gse199_median_CPM","gse182_median_fraction","gse199_median_fraction","gse182_median_rank","gse199_median_rank","between_donor_log2cpm_sd","donor_variable_flag","baseline_classification","uc_median_rank","non_uc_median_rank","uc_minus_non_uc_rank","source_context_flag","robustness_rule","source_context_interpretation","source_url"
"CFC1",0,0,0,0,0,0,0,0,0,0.0536616161616162,0.199505358615004,0,"NO","NOT_RELIABLY_EXPRESSED",0.0536616161616162,0.0437710437710438,0.00989057239057239,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CFD",2,0,2,2,4,81.988246601375,1.30340447032164,0.470410543286374,0.0184967076463696,0.894781144781145,0.663849958779885,2.57128619264212,"YES","MULTIDATASET_LOW_EXPRESSION",0.894781144781145,0.928872053872054,-0.0340909090909091,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CFH",2,3,5,2,4,35.6029524690781,9.4081748517444,0.531907768372847,0.138736084313515,0.876683501683502,0.777411376751855,1.03559431606044,"YES","ROBUST_BASELINE_SENDER",0.876683501683502,0.902777777777778,-0.0260942760942761,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CFP",0,0,0,0,0,0.121527265413804,0.0797874731309533,0.00306492984032208,0.00138371605397465,0.530723905723906,0.489076669414674,0.0893698594426338,"NO","NOT_RELIABLY_EXPRESSED",0.530723905723906,0.439814814814815,0.0909090909090909,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CGA",0,0,0,0,0,0.00194534584313656,0.0591510772230186,5.07047966737653e-05,0.00107150874832369,0.100589225589226,0.481450948062655,0.100001292826101,"NO","NOT_RELIABLY_EXPRESSED",0.100589225589226,0.269360269360269,-0.168771043771044,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CGB3",0,0,0,0,0,,0,,0,,0.199505358615004,0,"NO","NOT_RELIABLY_EXPRESSED",,,,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CGB7",0,0,0,0,0,0.0585461499801386,0.0166708299285942,0.0014375048655113,0.000252270433905146,0.454755892255892,0.318425391591096,0.0421845946655286,"YES","NOT_RELIABLY_EXPRESSED",0.454755892255892,0.382154882154882,0.0726010101010102,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CHAD",0,0,0,0,0,0.00358686733881295,0,8.99512644916617e-05,0,0.146464646464646,0.199505358615004,0.00268168191540828,"NO","NOT_RELIABLY_EXPRESSED",0.146464646464646,0.181818181818182,-0.0353535353535354,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CHL1",0,0,0,0,0,0.0372063705363457,0,0.000927300783878645,0,0.418981481481482,0.199505358615004,0.0272821546671083,"NO","NOT_RELIABLY_EXPRESSED",0.418981481481482,0.614057239057239,-0.195075757575758,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CIB1",2,4,6,2,4,138.045891107592,239.739369068369,0.914467117262762,0.912047672135993,0.939814814814815,0.963314097279472,0.566701818427025,"NO","ROBUST_BASELINE_SENDER",0.939814814814815,0.943181818181818,-0.00336700336700335,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CKLF",2,4,6,2,4,68.4093399141966,157.114514958648,0.733567439051163,0.843830426764188,0.912878787878788,0.952184666117065,0.747124622510999,"NO","ROBUST_BASELINE_SENDER",0.912878787878788,0.916245791245791,-0.00336700336700335,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLCF1",1,4,5,2,4,5.5609298711448,8.95060292152396,0.126049099755041,0.132829236694971,0.761784511784512,0.781945589447651,0.431341036323061,"NO","MULTIDATASET_LOW_EXPRESSION",0.761784511784512,0.765572390572391,-0.00378787878787878,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLDN1",0,0,0,0,2,0.218191258972669,0.64908454609525,0.00471012537377873,0.00816329631027329,0.570917508417509,0.612530915086562,0.413808584957176,"NO","NOT_RELIABLY_EXPRESSED",0.570917508417509,0.403198653198653,0.167718855218855,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLDN11",2,4,6,2,4,89.7783967834406,105.045868740821,0.456926322985257,0.601774359516591,0.870791245791246,0.931986809563067,1.84017812317209,"YES","ROBUST_BASELINE_SENDER",0.870791245791246,0.920454545454545,-0.0496632996632996,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLDN14",0,0,0,0,0,0.00851143182584209,0.0205161552823478,0.000207690667945351,0.000352609308885755,0.22790404040404,0.332028029678483,0.0994314342151822,"YES","NOT_RELIABLY_EXPRESSED",0.22790404040404,0.467171717171717,-0.239267676767677,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLDN16",0,0,0,0,0,0.0296064117528841,0.037186985210942,0.000753985102500901,0.000604879742790901,0.383417508417508,0.457337180544106,0.0364333614526512,"NO","NOT_RELIABLY_EXPRESSED",0.383417508417508,0.336700336700337,0.0467171717171717,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLDN19",0,0,0,0,0,0.0266271931089915,0,0.000686950495720977,0,0.325547138047138,0.211871393239901,0.0263169116631943,"NO","NOT_RELIABLY_EXPRESSED",0.325547138047138,0.174242424242424,0.151304713804714,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLDN2",0,0,0,0,0,0.00911908052076245,0,0.000230607325657089,0,0.239478114478115,0.199505358615004,0.0184822449975593,"NO","NOT_RELIABLY_EXPRESSED",0.239478114478115,0.247053872053872,-0.00757575757575757,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLDN24",0,0,0,0,0,0.00194534584313656,0,5.07047966737653e-05,0,0.100589225589226,0.199505358615004,0.00228708467680247,"NO","NOT_RELIABLY_EXPRESSED",0.100589225589226,0.0500841750841751,0.0505050505050505,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLDN3",0,0,0,0,0,0.00717373467762589,0.0205161552823478,0.000179902528983323,0.000352609308885755,0.216329966329966,0.332028029678483,0.0457408965723289,"YES","NOT_RELIABLY_EXPRESSED",0.216329966329966,0.246212121212121,-0.0298821548821549,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLEC11A",2,4,6,2,4,205.356614889351,132.642866803873,0.972784220285198,0.807337630273062,0.957912457912458,0.944765045342127,0.357065599109608,"NO","ROBUST_BASELINE_SENDER",0.957912457912458,0.935606060606061,0.0223063973063973,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLEC2A",0,0,0,0,0,0,0,0,0,0.0536616161616162,0.199505358615004,0,"NO","NOT_RELIABLY_EXPRESSED",0.0536616161616162,0.0437710437710438,0.00989057239057239,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLEC2B",0,0,0,2,0,1.46870318731914,0.144334530729956,0.0340931769492333,0.00136169104450634,0.68013468013468,0.504946413849959,0.628899867575167,"NO","NOT_RELIABLY_EXPRESSED",0.68013468013468,0.869107744107744,-0.188973063973064,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLEC2D",1,4,5,2,4,7.75642755456806,11.4803073596969,0.167583189696276,0.155352591052851,0.778409090909091,0.793487221764221,0.664147285026076,"NO","MULTIDATASET_LOW_EXPRESSION",0.778409090909091,0.742845117845118,0.035563973063973,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLEC2L",0,0,0,0,0,0.0270534172148272,0,0.000680363648115397,0,0.386153198653199,0.211871393239901,0.0200453300482374,"NO","NOT_RELIABLY_EXPRESSED",0.386153198653199,0.272727272727273,0.113425925925926,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLEC3A",0,0,0,0,0,0.063284939781126,0,0.00143606411697159,0,0.390572390572391,0.204451772464963,0.0632550281720203,"NO","NOT_RELIABLY_EXPRESSED",0.390572390572391,0.131734006734007,0.258838383838384,"UC_HIGHER_CONTEXT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLEC4G",0,0,0,0,0,0.00164152149567638,0,3.92464678178964e-05,0,0.099537037037037,0.199505358615004,0.00193047220564663,"NO","NOT_RELIABLY_EXPRESSED",0.099537037037037,0.0500841750841751,0.049452861952862,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLMP",2,4,6,2,4,105.021951440773,110.356396570066,0.86378991370951,0.728950896574103,0.93013468013468,0.934047815333883,0.295692682483063,"NO","ROBUST_BASELINE_SENDER",0.93013468013468,0.919612794612795,0.0105218855218855,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLU",2,4,6,2,4,163.248466521244,25.9818549461285,0.806523621828503,0.292546068357043,0.94486531986532,0.844600164880462,1.41566471086506,"YES","ROBUST_BASELINE_SENDER",0.94486531986532,0.937289562289562,0.00757575757575757,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CLUL1",0,0,0,0,0,0.00492456448702914,0,0.000117739403453689,0,0.160563973063973,0.211871393239901,0.0122588798857622,"NO","NOT_RELIABLY_EXPRESSED",0.160563973063973,0.422979797979798,-0.262415824915825,"UC_LOWER_CONTEXT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CMTM8",1,0,1,2,0,3.60934599042804,0.397558310404374,0.084059422837727,0.00622672224288591,0.735900673400673,0.598516075845012,0.93476265345301,"NO","NOT_RELIABLY_EXPRESSED",0.735900673400673,0.748737373737374,-0.0128367003367003,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CNMD",0,0,0,0,0,,0,,0,,0.199505358615004,0,"NO","NOT_RELIABLY_EXPRESSED",,,,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CNTF",0,0,0,0,0,0.0124021235121152,0.199241393131898,0.000309100261292882,0.00301472225993983,0.285563973063973,0.560181368507832,0.147544374450696,"NO","NOT_RELIABLY_EXPRESSED",0.285563973063973,0.195286195286195,0.0902777777777778,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CNTN1",0,0,0,0,2,0.069184352238202,1.19852809468268,0.00167469903877397,0.0159476184820424,0.481481481481482,0.656430338004947,0.996810727163164,"NO","NOT_RELIABLY_EXPRESSED",0.481481481481482,0.629208754208754,-0.147727272727273,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CNTN2",0,0,0,0,0,0.0228589011810939,0.192888761157271,0.000567495725911998,0.00291855547886016,0.363215488215488,0.556471558120363,0.136971253110445,"NO","NOT_RELIABLY_EXPRESSED",0.363215488215488,0.349326599326599,0.0138888888888889,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CNTN3",0,0,0,0,4,0.103166704613904,1.46193761257252,0.00262176036546935,0.0222805488683696,0.506102693602694,0.672506183017313,0.714400215764565,"NO","NOT_RELIABLY_EXPRESSED",0.506102693602694,0.621212121212121,-0.115109427609428,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CNTN4",0,0,0,1,0,0.433938872874786,0,0.00945201885486122,0,0.592592592592593,0.199505358615004,0.320691819576965,"NO","NOT_RELIABLY_EXPRESSED",0.592592592592593,0.353956228956229,0.238636363636364,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CNTN5",0,0,0,0,1,0.0176305123466045,0.451956619339587,0.00043829799360244,0.00649756685265533,0.328282828282828,0.58924154987634,0.390258055468412,"NO","NOT_RELIABLY_EXPRESSED",0.328282828282828,0.307659932659933,0.0206228956228957,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"CNTN6",0,0,0,0,0,0.0551407072304104,0,0.00137705710633695,0,0.461069023569024,0.199505358615004,0.039991528495783,"NO","NOT_RELIABLY_EXPRESSED",0.461069023569024,0.258417508417508,0.202651515151515,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL10A1",0,0,0,0,0,0.0561745800311664,0.0192573406575419,0.00139338691644311,0.000379650721336371,0.459806397306397,0.323371805441055,0.0408845935598539,"YES","NOT_RELIABLY_EXPRESSED",0.459806397306397,0.619107744107744,-0.159301346801347,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL11A1",2,2,4,2,4,49.4052371803489,9.51846238455265,0.523976758099275,0.116971288849291,0.891835016835017,0.780502885408079,1.57225149439346,"YES","MULTIDATASET_LOW_EXPRESSION",0.891835016835017,0.734848484848485,0.156986531986532,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL11A2",0,0,0,0,0,0.129004824438891,0.136180439853186,0.00325629069816127,0.00187121219423124,0.535353535353535,0.511335531739489,0.120835854524229,"NO","NOT_RELIABLY_EXPRESSED",0.535353535353535,0.510521885521886,0.0248316498316499,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL12A1",2,4,6,2,4,112.976794547852,102.331838326898,0.835869062703128,0.657324443248682,0.933080808080808,0.929925803792251,0.545729793287498,"YES","ROBUST_BASELINE_SENDER",0.933080808080808,0.920454545454545,0.0126262626262627,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL13A1",0,4,4,2,4,1.58014275086578,17.8360495818674,0.0371737480651384,0.221576297196152,0.683712121212121,0.822341302555647,1.49974046564959,"NO","MULTIDATASET_LOW_EXPRESSION",0.683712121212121,0.709175084175084,-0.0254629629629629,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL14A1",2,0,2,2,1,95.9595433722897,0.0373072258365289,0.560538283554277,0.000564477739556099,0.899410774410774,0.449299258037923,3.08640115743127,"YES","MULTIDATASET_LOW_EXPRESSION",0.899410774410774,0.896885521885522,0.0025252525252526,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL15A1",1,0,1,2,0,22.7264173885087,0.138910705392148,0.273337618963244,0.00210180730539892,0.775252525252525,0.53957131079967,2.11947751602031,"YES","NOT_RELIABLY_EXPRESSED",0.775252525252525,0.796717171717172,-0.0214646464646464,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL16A1",2,3,5,2,4,19.7624721875796,8.72163415468931,0.371193259780334,0.114913711382461,0.851851851851852,0.779472382522671,0.720877501559782,"NO","ROBUST_BASELINE_SENDER",0.851851851851852,0.832912457912458,0.0189393939393939,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"COL17A1",0,0,0,0,3,0.0869962891738912,0.787417308546448,0.00214250053769372,0.0117578657495984,0.498316498316498,0.644888705688376,0.577645658368353,"NO","NOT_RELIABLY_EXPRESSED",0.498316498316498,0.471801346801347,0.0265151515151515,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
