"gene","gse182_supported_donor_n","gse199_supported_donor_n","total_supported_donor_n","gse182_low_detected_donor_n","gse199_low_detected_donor_n","gse182_median_CPM","gse199_median_CPM","gse182_median_fraction","gse199_median_fraction","gse182_median_rank","gse199_median_rank","between_donor_log2cpm_sd","donor_variable_flag","baseline_classification","uc_median_rank","non_uc_median_rank","uc_minus_non_uc_rank","source_context_flag","robustness_rule","source_context_interpretation","source_url"
"A2M",0,0,0,0,0,0.00522838883448933,0,0.000129197732309558,0,0.181818181818182,0.199505358615004,0.00406972167935043,"NO","NOT_RELIABLY_EXPRESSED",0.181818181818182,0.733585858585859,-0.551767676767677,"UC_LOWER_CONTEXT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AANAT",0,0,0,0,0,0.25229166100979,0.037186985210942,0.00630344997983748,0.000604879742790901,0.565025252525253,0.453833470733718,0.174479757392213,"NO","NOT_RELIABLY_EXPRESSED",0.565025252525253,0.462542087542088,0.102483164983165,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ABCA1",2,0,2,2,4,16.1860304933174,3.15201766814267,0.288148697030004,0.0452291665629532,0.815656565656566,0.723825226710635,1.1518870594207,"YES","MULTIDATASET_LOW_EXPRESSION",0.815656565656566,0.782407407407407,0.0332491582491583,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ACE",0,0,0,2,1,1.10219344562242,0.207809491329973,0.0270137167220917,0.00340938606915543,0.667929292929293,0.568219291014015,0.451871120512936,"NO","MULTIDATASET_LOW_EXPRESSION",0.667929292929293,0.690656565656566,-0.0227272727272727,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ACE2",0,0,0,0,0,0.0175081125882291,0,0.000456343170063888,0,0.226851851851852,0.199505358615004,0.0202709091152462,"NO","NOT_RELIABLY_EXPRESSED",0.226851851851852,0.222222222222222,0.00462962962962962,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ACP4",0,0,0,0,0,,0,,0,,0.199505358615004,0.0236586699309244,"NO","NOT_RELIABLY_EXPRESSED",,,,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM10",2,4,6,2,4,24.2666170469326,29.4202264010333,0.439245743463658,0.357293086525886,0.86489898989899,0.858615004122012,0.171086049031239,"NO","ROBUST_BASELINE_SENDER",0.86489898989899,0.864057239057239,0.000841750841750755,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM11",0,0,0,0,0,0.0646860118570085,0.0359281705861361,0.00160107758438846,0.000604879742790901,0.473063973063973,0.438582028029678,0.0271211059756798,"NO","NOT_RELIABLY_EXPRESSED",0.473063973063973,0.423821548821549,0.0492424242424243,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM12",2,4,6,2,4,20.7632318021199,34.8199326873564,0.355474908130391,0.382917211624438,0.852272727272727,0.872217642209398,0.560762662415072,"YES","ROBUST_BASELINE_SENDER",0.852272727272727,0.872474747474748,-0.0202020202020202,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM15",2,4,6,2,4,16.455693708175,19.1768771741407,0.322630478088125,0.271559337279521,0.837542087542088,0.826051112943116,0.281835713597135,"NO","ROBUST_BASELINE_SENDER",0.837542087542088,0.842171717171717,-0.00462962962962954,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM17",2,4,6,2,4,14.9611709955058,18.9252544482303,0.298468723100389,0.268514198017541,0.833754208754209,0.825845012366035,0.211166213220155,"NO","ROBUST_BASELINE_SENDER",0.833754208754209,0.805976430976431,0.0277777777777777,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM2",0,0,0,0,0,0.0536806103238187,0,0.00136731414383637,0,0.447390572390572,0.199505358615004,0.0440370001033485,"NO","NOT_RELIABLY_EXPRESSED",0.447390572390572,0.375,0.0723905723905724,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM20",0,0,0,0,0,0.0465068756461928,0.0602896512222376,0.00118741161485305,0.00100406533263828,0.430345117845118,0.456306677658697,0.0472716079523232,"NO","NOT_RELIABLY_EXPRESSED",0.430345117845118,0.359006734006734,0.0713383838383839,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM21",0,0,0,0,0,0.0793373055597205,0.0823051023805652,0.00197234097121098,0.00132963322907341,0.496843434343434,0.489694971145919,0.0533662836489617,"NO","NOT_RELIABLY_EXPRESSED",0.496843434343434,0.434343434343434,0.0625,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM23",0,3,3,1,4,0.477792104709332,7.71047416629218,0.0113659697105305,0.112671719522468,0.61026936026936,0.764839241549876,1.29204692028977,"NO","MULTIDATASET_LOW_EXPRESSION",0.61026936026936,0.642255892255892,-0.031986531986532,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM28",0,0,0,0,0,0.0215212040328777,0,0.00053970758694997,0,0.35479797979798,0.211871393239901,0.0229432936211635,"NO","NOT_RELIABLY_EXPRESSED",0.35479797979798,0.484427609427609,-0.12962962962963,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM29",0,0,0,0,0,0.0127059478595754,0,0.000320558590148751,0,0.281776094276094,0.211871393239901,0.0214034578220976,"NO","NOT_RELIABLY_EXPRESSED",0.281776094276094,0.286195286195286,-0.00441919191919188,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM7",0,0,0,0,0,0.00717373467762589,0,0.000179902528983323,0,0.216329966329966,0.199505358615004,0.00535362831784548,"NO","NOT_RELIABLY_EXPRESSED",0.216329966329966,0.195286195286195,0.021043771043771,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAM9",2,4,6,2,4,54.0651075420004,131.412355596947,0.675836497806162,0.797894089764638,0.904882154882155,0.943116240725474,0.74554035821205,"NO","ROBUST_BASELINE_SENDER",0.904882154882155,0.873316498316498,0.0315656565656566,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADAMTS3",0,0,0,1,4,0.479977899972262,1.88736768298298,0.0115885494400423,0.030939677937688,0.61489898989899,0.690436933223413,0.501259076768949,"NO","MULTIDATASET_LOW_EXPRESSION",0.61489898989899,0.611952861952862,0.00294612794612792,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADCYAP1",0,0,0,0,0,0.0137398206603314,0,0.000336888400254909,0,0.288510101010101,0.204451772464963,0.0232533434309591,"NO","NOT_RELIABLY_EXPRESSED",0.288510101010101,0.187710437710438,0.100799663299663,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADGRB1",0,0,0,2,0,0.611236244698706,0,0.0148560238492439,0,0.628787878787879,0.199505358615004,0.365687087074914,"NO","NOT_RELIABLY_EXPRESSED",0.628787878787879,0.636784511784512,-0.007996632996633,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADGRE5",2,4,6,2,4,5.88168393908983,24.3575819326071,0.131223317297245,0.287877818883848,0.769781144781145,0.842539159109646,1.0000063708795,"NO","ROBUST_BASELINE_SENDER",0.769781144781145,0.814393939393939,-0.0446127946127947,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADGRF5",0,0,0,0,0,0.0104567776689787,0,0.000258395464619116,0,0.262415824915825,0.199505358615004,0.00811522783084505,"NO","NOT_RELIABLY_EXPRESSED",0.262415824915825,0.557239057239057,-0.294823232323232,"UC_LOWER_CONTEXT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADIPOQ",0,0,0,0,0,0.00911908052076245,0,0.000230607325657089,0,0.239478114478115,0.199505358615004,0.00714382482919286,"NO","NOT_RELIABLY_EXPRESSED",0.239478114478115,0.197811447811448,0.0416666666666667,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADM",2,4,6,2,4,44.0491549479233,87.6187563414537,0.436934579827578,0.521324446448387,0.879419191919192,0.91962077493817,1.04443763230771,"YES","ROBUST_BASELINE_SENDER",0.879419191919192,0.960016835016835,-0.0805976430976431,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ADM2",2,0,2,2,3,5.3688495086223,1.03347555945761,0.119304124027276,0.0143516909758857,0.76473063973064,0.666529266281946,1.06355254880588,"NO","MULTIDATASET_LOW_EXPRESSION",0.76473063973064,0.629208754208754,0.135521885521886,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AGRN",2,4,6,2,4,5.45728849431495,14.8526288182723,0.125469182547934,0.213997521716902,0.763888888888889,0.807914262159934,0.675847566826285,"NO","ROBUST_BASELINE_SENDER",0.763888888888889,0.727693602693603,0.0361952861952861,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AGRP",0,0,0,0,0,0.0294249871637994,0,0.000724481597183583,0,0.381102693602694,0.211871393239901,0.0228914082108853,"NO","NOT_RELIABLY_EXPRESSED",0.381102693602694,0.273989898989899,0.107112794612795,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AGT",0,0,0,0,0,0.0215212040328777,0.0206363959079348,0.00053970758694997,0.000312207305650952,0.35479797979798,0.319043693322341,0.0358412777952879,"YES","NOT_RELIABLY_EXPRESSED",0.35479797979798,0.617845117845118,-0.263047138047138,"UC_LOWER_CONTEXT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AHSG",0,0,0,0,0,0.00522838883448933,0,0.000129197732309558,0,0.181818181818182,0.199505358615004,0.00406972167935043,"NO","NOT_RELIABLY_EXPRESSED",0.181818181818182,0.196127946127946,-0.0143097643097643,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AIMP1",2,4,6,2,4,92.2920438500269,113.9698738183,0.858654524738449,0.790355158162812,0.926346801346801,0.935696619950536,0.205811953507677,"NO","ROBUST_BASELINE_SENDER",0.926346801346801,0.917087542087542,0.0092592592592593,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ALB",0,0,0,0,0,0.0240741985709346,0,0.000613329041335474,0,0.354166666666667,0.211871393239901,0.026621509674433,"NO","NOT_RELIABLY_EXPRESSED",0.354166666666667,0.286195286195286,0.0679713804713805,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ALCAM",2,4,6,2,4,26.98796524505,137.403870243909,0.420571413606748,0.801741489655955,0.865740740740741,0.94765045342127,1.3369311894282,"NO","ROBUST_BASELINE_SENDER",0.865740740740741,0.871632996632997,-0.00589225589225595,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ALKAL1",0,0,0,0,0,,0,,0,,0.199505358615004,0.0236586699309244,"NO","NOT_RELIABLY_EXPRESSED",,,,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ALKAL2",0,0,0,0,0,,0.0602896512222376,,0.00108486933910788,,0.482069249793899,0.0458780066881946,"NO","NOT_RELIABLY_EXPRESSED",,,,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ALOX5AP",2,0,2,2,0,22.6685623069011,0.411405271277239,0.370634543864584,0.00515521349456221,0.859427609427609,0.594187963726299,2.13754375116172,"NO","DATASET_SPECIFIC",0.859427609427609,0.468434343434343,0.390993265993266,"UC_HIGHER_CONTEXT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AMBN",0,0,0,0,0,0.00747755902508607,0,0.000191360857839192,0,0.204124579124579,0.199505358615004,0.00672035901807528,"NO","NOT_RELIABLY_EXPRESSED",0.204124579124579,0.11952861952862,0.0845959595959596,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AMELX",0,0,0,0,0,0.00194534584313656,0,5.07047966737653e-05,0,0.100589225589226,0.199505358615004,0.00228708467680247,"NO","NOT_RELIABLY_EXPRESSED",0.100589225589226,0.116582491582492,-0.015993265993266,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AMELY",0,0,0,0,0,0,0,0,0,0.0536616161616162,0.199505358615004,0,"NO","NOT_RELIABLY_EXPRESSED",0.0536616161616162,0.0500841750841751,0.00357744107744108,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"AMH",0,0,0,0,0,0.0493636945317099,0.298265815660359,0.00127249139809442,0.0048043222596878,0.400252525252525,0.575638911788953,0.169496469982287,"NO","NOT_RELIABLY_EXPRESSED",0.400252525252525,0.359006734006734,0.0412457912457913,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ANG",2,2,4,2,4,8.93846223455768,6.40516678223251,0.192306195839596,0.10057620132675,0.802609427609428,0.758862324814509,0.244267783643647,"NO","MULTIDATASET_LOW_EXPRESSION",0.802609427609428,0.830387205387205,-0.0277777777777778,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ANGPT1",2,4,6,2,4,9.90070447903872,22.2560735093052,0.199165957834305,0.270933169049072,0.808922558922559,0.833058532563891,0.664958772887304,"NO","ROBUST_BASELINE_SENDER",0.808922558922559,0.766414141414141,0.0425084175084175,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ANGPT2",0,0,0,2,3,1.29017064414728,0.922634626768839,0.0311497595223529,0.0158005190219952,0.679292929292929,0.663437757625721,0.249544701097736,"NO","MULTIDATASET_LOW_EXPRESSION",0.679292929292929,0.737373737373737,-0.0580808080808081,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ANGPT4",0,0,0,0,0,0.00778138337254625,0,0.000202819186695061,0,0.174873737373737,0.211871393239901,0.0222975874921609,"NO","NOT_RELIABLY_EXPRESSED",0.174873737373737,0.258417508417508,-0.0835437710437711,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ANGPTL1",2,0,2,2,1,74.1336800295239,0.360366994416036,0.561557664885711,0.00529634018057617,0.886363636363636,0.600577081615828,2.79397359534724,"YES","MULTIDATASET_LOW_EXPRESSION",0.886363636363636,0.619107744107744,0.267255892255892,"UC_HIGHER_CONTEXT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ANGPTL2",2,0,2,2,4,36.4078166867926,2.25686698029464,0.462884968407807,0.0385372299059033,0.854377104377104,0.705688375927453,1.81559018154736,"YES","MULTIDATASET_LOW_EXPRESSION",0.854377104377104,0.890993265993266,-0.0366161616161617,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ANGPTL3",0,0,0,0,0,0.00522838883448933,0.0192573406575419,0.000129197732309558,0.000379650721336371,0.181818181818182,0.318425391591096,0.0383534696354552,"YES","NOT_RELIABLY_EXPRESSED",0.181818181818182,0.134259259259259,0.0475589225589226,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
"ANGPTL4",2,4,6,2,4,35.5796879855847,48.5323248034089,0.493440797254522,0.42147909201837,0.885942760942761,0.891178895300907,0.432455915807388,"YES","ROBUST_BASELINE_SENDER",0.885942760942761,0.789983164983165,0.0959595959595959,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json"
